CODUSU;TRIM;ANO4;AGLOMERADO;NRO_HOGAR;PROVINCIA;ITF;IPCF;REALIZADA;PONDIH;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V3;V4;V6;V7;V8;V9;V10;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;PONDERA;V2_01;V21_01;V22_01;V2_02;V21_02;V22_02;V2_03;V21_03;V22_03;V5_01;V5_02;V5_03;V11_01;V11_02
TQRMNOSUTHMMLOCDEGOIH00892102;3;2025;18;1;86;780000;195000;1;273;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;4;1;3;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;280;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSUUHMMLOCDEGOIH00891795;3;2025;18;1;86;1050000;350000;1;179;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;1;;4;1;;1;1;1;1;;1;1;2;2;2;2;2;1;0;2;0;0;0;190;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSUVHMMLOCDEGOIH00892077;3;2025;18;1;86;1580000;395000;1;226;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;1;;3;2;;4;1;2;1;;1;1;2;3;2;2;2;1;0;98;0;0;0;225;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOSUXHMMLOCDEGOIH00889523;3;2025;18;1;86;2000000;500000;1;217;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;3;2;;3;1;1;1;;1;1;2;1;2;2;2;1;0;2;0;0;0;225;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTPRHMMLOCDEGOIH00891394;3;2025;18;1;86;3300000;1100000;1;213;4;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;219;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTPSHMMLOCDEGOIH00889711;3;2025;18;1;86;1500000;214285.71;1;228;4;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;7;0;7;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;201;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTPTHMMLOCDEGOIH00889712;3;2025;18;1;86;1400000;350000;1;217;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;225;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTPUHMMLOCDEGOIH00891796;3;2025;18;1;86;520000;104000;1;208;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;211;2;2;2;2;2;2;1;2;2;2;2;2;2;2
TQRMNOPRQHMOLPCDEGOIH00889976;3;2025;18;1;86;470000;235000;1;284;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;2;2;2;2;2;1;0;98;0;0;0;287;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOPRRHMOLPCDEGOIH00889977;3;2025;18;1;86;710000;355000;1;246;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;0;2;1;;3;2;;1;1;2;1;;1;2;2;2;2;2;2;1;2;98;0;0;0;227;2;2;2;1;2;1;1;2;1;2;1;2;2;2
TQRMNOPRUHMOLPCDEGOIH00887853;3;2025;18;1;86;1200000;240000;1;162;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;3;2;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;1;2;98;0;0;0;173;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOPTXHMOLPCDEGOIH00890102;3;2025;18;1;86;1640000;546666.67;1;183;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;169;1;2;2;2;2;2;1;2;1;2;2;2;2;2
TQRMNOQUTHMOLPCDEGOIH00889713;3;2025;18;1;86;2400000;800000;1;232;3;3;2;0;1;1;1;1;2;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;0;96;0;0;0;205;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQUUHMOLPCDEGOIH00887708;3;2025;18;1;86;1000000;250000;1;177;4;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;4;0;4;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;179;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQVQHMOLPCDEGOIH00889978;3;2025;18;1;86;2950000;590000;1;248;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;2;0;3;4;0;0;215;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOQVRHMOLPCDEGOIH00892078;3;2025;18;1;86;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;269;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYPHMLLQCDEGOIH00891797;3;2025;18;1;86;2330000;582500;1;219;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;218;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYRHMLLQCDEGOIH00889524;3;2025;18;1;86;2850000;712500;1;158;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;157;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYSHMLLQCDEGOIH00887754;3;2025;18;1;86;5450000;1816666.67;1;191;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;188;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYTHMLLQCDEGOIH00887665;3;2025;18;1;86;980000;245000;1;130;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;2;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;145;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSRYHMLLQCDEGOIH00889760;3;2025;18;1;86;6450000;806250;1;278;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;0;8;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;4;6;2;3;0;0;230;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSSQHMLLQCDEGOIH00887854;3;2025;18;1;86;1828000;609333.33;1;245;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;3;98;0;0;0;249;0;2;2;0;2;2;0;2;2;2;1;2;2;2
TQRMNOSSRHMLLQCDEGOIH00887705;3;2025;18;1;86;632000;158000;1;179;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;194;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOSSSHMLLQCDEGOIH00887755;3;2025;18;1;86;2865500;573100;1;293;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;244;1;1;2;1;1;1;2;2;2;2;2;2;2;2
TQRMNORSWHLLLQCDEGOIH00885371;3;2025;18;1;86;1500000;750000;1;235;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;238;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTWUHLLLQCDEGOIH00886360;3;2025;18;1;86;980000;980000;1;197;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;196;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTWVHLLLQCDEGOIH00883892;3;2025;18;1;86;873000;436500;1;296;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;286;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOTWWHLLLQCDEGOIH00884773;3;2025;18;1;86;1493000;298600;1;175;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;168;0;2;2;0;2;2;0;2;2;1;2;2;1;2
TQRMNOTWXHLLLQCDEGOIH00884017;3;2025;18;1;86;1920000;320000;1;204;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;3;4;0;0;204;0;2;2;0;2;2;0;2;2;2;2;2;1;2
TQRMNOTYRHLLLQCDEGOIH00884755;3;2025;18;1;86;803000;267666.67;1;208;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;3;0;0;0;196;0;2;2;0;2;2;0;2;2;1;2;2;1;2
TQRMNOPXUHKLLQCDEGOIH00869575;3;2025;18;1;86;3500000;1166666.67;1;232;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;0;0;239;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPXXHKLLQCDEGOIH00892103;3;2025;18;1;86;580000;290000;1;245;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;234;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPXYHKLLQCDEGOIH00871308;3;2025;18;1;86;2950000;737500;1;218;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;188;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYPHKLLQCDEGOIH00870157;3;2025;18;1;86;991000;165166.67;1;227;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;1;5;1;;3;1;;3;1;1;1;;1;1;2;1;2;2;2;2;3;4;0;0;0;247;2;2;2;1;2;1;2;2;2;1;2;2;2;2
TQRMNORVUHKLLQCDEGOIH00866991;3;2025;18;1;86;1670000;334000;1;227;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;4;0;0;0;185;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNORVUHKLLQCDEGOIH00866991;3;2025;18;2;86;951000;237750;1;155;1;1;2;0;2;2;2;0;0;0;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;158;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORVVHKLLQCDEGOIH00870158;3;2025;18;1;86;2100000;525000;1;237;4;3;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;4;0;0;0;211;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORVWHKLLQCDEGOIH00871034;3;2025;18;1;86;2600000;650000;1;278;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;4;0;0;0;240;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORVXHKLLQCDEGOIH00871673;3;2025;18;1;86;1912000;478000;1;183;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;162;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORVYHKLLQCDEGOIH00891798;3;2025;18;1;86;2200000;550000;1;185;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;194;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPXSHJOLQCDEGOIH00864789;3;2025;18;1;86;506000;168666.67;1;175;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;183;0;2;2;0;2;2;0;2;2;1;2;2;1;2
TQRMNOPXTHJOLQCDEGOIH00864800;3;2025;18;1;86;950000;316666.67;1;217;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;209;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPXUHJOLQCDEGOIH00862173;3;2025;18;1;86;3100000;620000;1;196;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;5;0;98;0;0;0;170;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPXWHJOLQCDEGOIH00863379;3;2025;18;1;86;532000;177333.33;1;159;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;159;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORYPHJOLQCDEGOIH00865563;3;2025;18;1;86;2280000;570000;1;277;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;262;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORYQHJOLQCDEGOIH00863483;3;2025;18;1;86;2600000;520000;1;233;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;214;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORYRHJOLQCDEGOIH00866678;3;2025;18;1;86;2550000;364285.71;1;196;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;0;7;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;170;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORYSHJOLQCDEGOIH00862261;3;2025;18;1;86;1008000;252000;1;198;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;188;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORYTHJOLQCDEGOIH00867959;3;2025;18;1;86;1030000;257500;1;203;3;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;194;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOQXQHKLKMCDEGOIH00891839;3;2025;18;1;86;530000;106000;1;69;3;3;2;0;1;1;1;2;0;2;0;7;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;1;2;3;4;0;0;63;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQXRHKLKMCDEGOIH00871229;3;2025;18;1;86;1629000;325800;1;44;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;45;0;2;2;0;2;2;0;2;2;1;1;2;2;2
TQRMNOQXSHKLKMCDEGOIH00870457;3;2025;18;1;86;3379000;844750;1;60;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;4;0;4;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;51;2;2;2;2;2;2;1;1;1;2;2;2;1;2
TQRMNOQXTHKLKMCDEGOIH00868135;3;2025;18;1;86;537000;134250;1;57;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;0;1;0;0;0;53;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOQXUHKLKMCDEGOIH00868136;3;2025;18;1;86;1925000;962500;1;77;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;75;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTQUHKLKMCDEGOIH00867046;3;2025;18;1;86;1250000;625000;1;52;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;0;2;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;49;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTQVHKLKMCDEGOIH00869400;3;2025;18;1;86;1780000;445000;1;43;4;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;4;1;3;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;43;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTQWHKLKMCDEGOIH00868137;3;2025;18;1;86;2250000;562500;1;55;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;52;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTQXHKLKMCDEGOIH00869144;3;2025;18;1;86;2175000;543750;1;49;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;47;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTQYHKLKMCDEGOIH00872429;3;2025;18;1;86;2550000;637500;1;57;5;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;51;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPVUHKMKMCDEGOIH00870458;3;2025;18;1;86;1720000;573333.33;1;61;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;56;1;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOPVVHKMKMCDEGOIH00872430;3;2025;18;1;86;800000;800000;1;45;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;45;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORVPHKMKMCDEGOIH00868493;3;2025;18;1;86;3800000;1266666.67;1;64;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;61;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORVQHKMKMCDEGOIH00868494;3;2025;18;1;86;1840000;613333.33;1;68;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;58;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNORVRHKMKMCDEGOIH00867061;3;2025;18;1;86;900000;900000;1;65;3;1;2;0;1;2;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;96;0;1;0;0;0;61;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORVSHKMKMCDEGOIH00870459;3;2025;18;1;86;370000;370000;1;62;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;62;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNORVTHKMKMCDEGOIH00870460;3;2025;18;1;86;700000;350000;1;68;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;66;2;2;2;2;2;2;1;2;1;2;2;2;2;2
TQRMNOWXTHKMKPCDEGOIH00870461;3;2025;18;1;86;2500000;1250000;1;165;1;1;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;1;1;;1;1;1;1;;1;1;2;2;2;2;2;2;0;98;0;0;0;156;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOWXUHKMKPCDEGOIH00868495;3;2025;18;1;86;530000;176666.67;1;136;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;2;1;2;1;;1;2;2;2;2;2;2;1;0;98;0;0;0;120;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOWXVHKMKPCDEGOIH00872438;3;2025;18;1;86;540000;180000;1;88;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;1;;3;2;;1;1;1;1;;1;1;2;2;2;2;2;1;0;98;0;0;0;88;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOWXWHKMKPCDEGOIH00868496;3;2025;18;1;86;1957000;652333.33;1;139;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;2;2;2;2;2;2;1;2;98;0;0;0;131;2;2;2;1;2;1;2;2;2;2;2;2;2;2
